ID,Description,Entry_ID,Anthropology_Note,Grammar_Note,Scientific_Name,Sociolinguistics_Note
SN003546,"Great Tinamou, the largest of the tinamou species, greatly valued as a game animal",LX002594,,,Tinamus major,
SN003547,"a low clear tree branch, of the type preferred by tinamous as daytime roosts. Hunters traditionally memorized the locations of such branches as places to search for tinamous",LX002595,,,,
SN003548,"‘pecho de perdiz’, type of knot used to tie two sticks or poles together when they are oriented perpendicular to each other. Used principally in tying poles together in constructing a roof, this tie is characterized by the cord passing on the same side of a given cross piece, on either side of the piece that crosses it",LX002596,,,,
SN003549,"‘colpa’ or salt lick; a natural feature consisting of mud that has a high concentration of naturally-occurring salts. Because this mud is consumed by animals such as tapirs, deer, and monkeys, these sites are important destinations for hunting trips",raati,"According to Iquito oral tradition, a hunter should never say aloud that he is going to hunt large game at a salt lick, since its <[niaatíija](LX002195)> (‘madre’), or protector spirit, may overhear; instead he says that he is going to hunt rats, misleading the relevant spirits to cause rats to hide, but not the larger game that the hunter in fact wishes to hunt",,,
SN003550,drinks (plural),raatisami,,,,
SN003551,drink or beverage,raatisana,,,,
SN003552,strip fiber from ‘chambira’ palm leaf,LX002597,,,,
SN003553,break an animal’s or person’s neck,LX002598,,,,
SN003554,break off a shoot or sprout of a plant,LX002598,,,,
SN003555,break one’s neck,LX002599,,,,
SN003556,"break off, speaking of a shoot or sprout of a plant",LX002599,,,,
SN003557,neck,LX002600,,Poss.pref,,
SN003558,"sprout or grow, speaking of the early growth period of a plant",LX002601,,,,
SN003559,"resprout, for the remnant of plant that has been cut down to put forth new shoots or sprouts",LX002602,,,,
SN003560,"become overgrown, or become a ‘purma’, speaking of a garden which is no longer being weeded and cared for, such that weeds and wild plants grow, choking out whatever cultigens may remain",LX002602,,,,
SN003561,"harvest a bunch (‘racimo’) of palm fruit by tearing the stem of the bunch from the trunk of the palm, typically using a long pole with a hook on the end",LX002603,,,,
SN003562,"break in two something which consists of two parts that join at an acute angle, e.g., a branch that joins a tree trunk at an acute angle, breaking it into two pieces by exerting force to widen that angle",LX002603,,,,
SN003563,"pull open lever, or operate a mechanical device by pulling on a lever-like component which resists force, in such a fashion that the angle between the level and the remainder of the device is increased, e.g., cocking a rifle, setting a trap, or pulling a trigger",LX002603,,,,
SN003564,"break off, speaking of a bunch of palm fruits breaking away from its trunk",LX002604,,,,
SN003565,"break at a structural fork, speaking of an object that consists of two parts, joined at an acute angle, breaking as a result of a force that widens the angle, e.g., a broken finger",LX002604,,,,
SN003566,"fire or go off, speaking of a trap, especially <[taníiku](LX003202)>, or dead-fall traps",LX002604,,,,
SN003567,"hurt, speaking of a body part; this type of pain is prototypically pulsing or throbbing pain, e.g., a head ache, but it can also include dull, steady pain, e.g., from arthritis",LX002605,,The subject of this verb is the body part that is the locus of the pain. The possessor of the body part can be added as an oblique argument to the clause with the benefactive postposition <=íira>,,
SN003568,have hiccoughs,LX002606,,The subject of the verb denotes or indexes the person experiencing the fit of hiccoughs,,
SN003569,"firearm; general term that applies to shotguns, rifles, and pistols",LX002607,,,,
SN003570,fire or shoot a gun,LX002608,,The target of the gunshot can be added as an oblique argument with the locative postposition <=jina>,,
SN003571,"fire or go off, speaking of <[sawúuna](LX002789)>, or snare traps",LX002609,,,,
SN003572,"‘shapaja’, palm species",rinaasi,,,,
SN003573,"thrash about, flop about, said of, e.g., a fish that has been recently pulled from the water, an animal that has been shot, or a drunk person who is struggling to rise and stand up",LX002610,,,,
SN003574,"ooze and solidify resin, speaking of a cut or other injury to the bark of a tree whose resin forms a hardened ball on its surface, particularly the tree species <[sɨrɨ́ɨti](LX003055)> (‘copal’) and <[paáyuuna](LX002472)> (‘azúcar huayo’)",LX002611,,,,
SN003575,"ball of hard resin found on the trunk of certain tree species, due to a cut or other injury to the bark of the tree, especially <[sɨrɨ́ɨti](LX003055)> (‘copal’) and <[paáyuuna](LX002472)> (‘azucar huayo’), whose resins form balls of this type; note that the hard resin balls of the latter tree have the more specific name <[paáyuuku](LX002471)>",LX002612,,Poss.pref,,
SN003576,"fluffed up or raised, speaking of hair, feathers, or materials with similar properties, e.g., when animals such as peccaries or dogs raise their hackles, or certain species, such as <[kurɨ́ɨsi](LX001562)> (‘huapo’, or Monk Saki Monkey), whose fur typically has this property",LX002613,,,,
SN003577,"scatter, go in different directions, speaking of multple entities, be they animate, and moving under their own power, e.g., people going to their different houses after a gathering, or inanimate, and moving due to external forces, e.g., manioc tubers scattering when a basket is knocked over, or the various logs in a raft floating off in different directions after a raft comes apart",LX002614,,,,
SN003578,"have raised hackles, hair, fur, or feathers, speaking of, e.g., peccaries, porcupines, dogs, or cats",LX002615,,,,
SN003579,"be ruffled; for something with roughly hair-like or feather-like qualities to be ruffled or raised, as opposed to lying down flat, e.g., the thatch of a newly built roof, in contrast to the same roof some months later",LX002615,,,,
SN003580,"scatter objects in various directions, e.g., corn for feeding chickens, or pieces of thatch, when disassembling an old roof",LX002616,,,,
SN003581,"‘retama’, species of plant introduced to Iquito territory during the 20th century, whose flowers and leaves possess medicinal properties. The flowers are boiled, and the cooled water, which causes people to have diarrhea, is taken for liver diseases, while the leaves are placed in the nests of domestic fowl to eliminate fleas and mites",LX002617,,,Cassia alata,
SN003582,bow-legged,LX002618,,,,
SN003583,wall-eyed; the quality of having one eye that habitually points in a different direction than the other,riwa_namijana,,,,
SN003584,"bend something into the shape of a loop, e.g., a green stick, or a liana that one uses to carry fish, by passing it through their gills, and subsequently tying the two ends together to make a loop",LX002619,,,,
SN003585,"coil something slender like a rope or wire into a loop, e.g., to store a rope",LX002620,,,,
SN003586,"bend something rigid in multiple places, e.g., bend a wire into a zigzag shape",LX002620,,,,
SN003587,"bend something that resists being bent, e.g., a nail or a green sapling, so that it is bent or cuved, e.g., a nail that one bends after it having passed through a plank, so that it is not dangerous to others, or a sapling that one bends to arm a snare trap (<[sawúuna](LX002789)>)",LX002621,,,,
SN003588,"bend or curve, speaking of something relatively rigid, e.g., a freshly cut plank that curves due to being left out in the sun.",LX002622,,,,
SN003589,"curl up, speaking of the manner of sleeping or resting of animals such as dogs or snakes",LX002622,,,,
SN003590,"bent, curved, or crooked, speaking of something that should be straight e.g., a tree trunk that has grown with a bend in it",riwana,,,,
SN003591,coil a rope or similar object repeatedly into a circular loop,LX002623,,,,
SN003592,"coil oneself, said mainly of snakes",LX002624,,,,
SN003593,"zigzag, sinuous, sinusoidal, or wavy in shape, e.g., hair or bent wire",LX002625,,,,
SN003594,coil a rope or similar object in a figure-eight form (‘manojo’); this was traditionally a favored way of coiling <[núriyɨ](LX002359)> (‘tamshi’) for transport and storage,LX002626,,,,
SN003595,"lie curled up on one’s side, in a bent or curled position, as in fetal position, said of, e.g., people and dogs",LX002627,,,,
SN003596,"crooked, not straight; for something to be bent, curved or angled so that it is not straight, as it should be or normally would be, e.g., a tree that grows with a dogleg in it, or a plank that is not nailed perpendicular to the ground, as it should be, but is nailed at an incorrect angle",LX002628,,,,
SN003597,"species of unidentified tree that grows in areas of relatively high elevation with clayey soils, reaching some 1.5m in diameter; its hard red wood is used for canoes and planks",LX002629,,,,
SN003598,owe money or goods to someone,LX002630,,The object of the verb is the person owed; the thing owed can be added as oblique argument with the postposition <=iyikúura>,,
SN003599,"‘palisangre’, tree species that is found areas of relatively high elevation and grows up to 1.5m in diameter, with a very hard red heartwood that used for house posts. Traditionally the scrapings of this heartwood were used to treat post-partum bleeding by making a tea for the woman to consume",LX002631,,,Brosimum rubescens,
SN003600,"resin or sap with any significant viscosity, from any type of plant",riyakaka,,,,
SN003601,"general term for ‘rebecos’ and ‘rego regos’, a class of small catfishes (10-15cm in length) which have sharp spurs near their pectoral fins, and many species of which produce a white liquid from glands near their gills. These fish are principally encountered in areas of flooded forest during the wet season",LX002632,,,Doradidae spp,
SN003602,"species of ‘shuyo’-type fish that lives in small creeks and reaches some 15cm, similar in overall body shape and color to the smaller <[siinaakɨ](LX002993)>, but of an overall darker hue",LX002633,,,,
SN003603,"‘masaranduba’, species of tree mostly found in inundating areas that grows to some 1m in diameter. It produces small fruits some 8cm in diameter, that are yellow when ripe, and are like minature ‘caimito’ fruits, and eaten by monkeys in their season. The heartwood is used for house posts, but is not the most durable wood for this purpose",LX002634,,,Chrysophyllum venezuelanense,
SN003604,razor grass,riyuuka,,,,
SN003605,"grunt, speaking of the distinctive sound made by peccaries and pigs",LX002635,,,,
SN003606,"exert force, e.g., resist being pulled by something, lift something heavy, or pull on something, whether succeeding in moving it or not",LX002636,,,,
SN003607,variety of plantain that is yellow even when unripe; it grows only in clayey soils and its flesh is slightly pinkish,LX002637,,,,
SN003608,fire slingshot or bow,LX002638,,The target of the weapon can be added as oblique argument bearing the locative postposition <=jina>,,
SN003609,slingshot,LX002639,,,,
SN003610,lemon,riimuu,,,,
SN003611,set trap,LX002640,,,,
SN003612,cock gun,LX002640,,,,
SN003613,"disarm a trap, i.e., disengage the trigger of a trap so that it will not fire",LX002641,,,,
SN003614,"go off or fire, speaking of a trap, typically because an animal has triggered it",LX002642,,,,
SN003615,"bloat or swell up, speaking of the belly, typically due to a bad reaction to food",LX002643,,,,
SN003616,"arm a trap, set the trigger of a trap so that it will go off when touched",LX002644,,,,
SN003617,"cock a gun, pulling back its hammer so that it is ready to fall when the trigger is pulled",LX002644,,,,
SN003618,"inflate by blowing into something, e.g., a balloon. A traditional toy was made by inflating sloth bladders in this way",LX002645,,,,
SN003619,"species of small frog that lives near the banks of small creeks. It is said to have small white spots in its mouth, like a person suffering from thrush (<[mɨɨ́riaaka](LX001899)>), which is the apparent source of the alternate name for this species",LX002646,"According to Iquito oral tradition, this frog can be called by using its name, and asked if it will rain; if it calls soon thereafter, this is taken as a response that it will rain in the near future",,Ischonema sp,
SN003620,"make water muddy; this may be done unintentionally, as when stepping into a creek to cross it, or it may be done deliberately in the context of ‘barbasco’ fishing by stamping on the bed of the creek and on soil dislodged from the banks of the creek. This activity is carried out to both disguise the ‘barbasco’ and to attract fish closer to the surface of the water, where the ‘barbasco’ is strongest, due to their habit of looking for food in floating detritus when the waters of creeks rise and become muddy",LX002647,,The object of the verb denotes or indexes the body of the water affected by this action,,
SN003621,"make water muddy with the goal of impeding the ability of fish to see the activity of humans who are attempting to capture them, especially in the context of fishing with <[nuúruu](LX002376)> (‘barbasco’)",LX002648,,,,
SN003622,"a man who lived in the upper Pintuyacu River basin in the 19th century, who was known for his skill with <[sawúuna](LX002789)> traps and his disinterest in gardening. There are a number of humorous tales in which he is the central figure, which often show him to be somewhat of a social misfit",LX002649,,,,
SN003623,pray,LX002650,,,,
SN003624,"‘sitaraco’ or army ant, general term for a family of ants that swarm in great numbers, hunting other insects. The soldiers of these ants have large mandibles that were traditionally used by Iquitos as hooks to fish for <[nujija](nujija)> (small <mojarra>-type fish)",riitaki,"According to Iquito oral tradition, these ants raid other nests for their eggs so as to raise them themselves, transforming them into <[riitaki](riitaki)> and thereby further augmenting their numbers. Indeed, the soldier ants of the <[riitaki](riitaki)> species are in fact believed by some to be transformed <[kaniyúuja](LX001274)> (leafcutter ants)",,Eciton spp,
SN003625,general term for a number of species of small antbirds that follow columns of army ants. Iquitos observe that these birds follow army ant columns to capture the insects disturbed by the ants,riitaki_siriija,,,Formicariidae spp,
SN003626,"trigger, either of a trap or firearm, which when displaced will cause the trap to be triggered, or firearm to fire",LX002651,,,,
SN003627,"turbid, speaking of water with some non-transparent admixture, prototypically, mud in a creek, but also, e.g., water with some masato mixed into it",LX002652,,,,
SN003628,"general term that includes ‘huitinas’ and ‘patiquinas’, cultivated plants from distinct genera that share the property of having multiple stalks emerging from a single set of roots, each of which ends in a single large roughly triangular or heart-shaped leaf. The ‘huitinas’, plants of the genus Xanthosoma, reach some 1m in height and have green leaves, triangular leaves, and edible starchy corms; there are four named varieties, <[anapa anákaari](LX000158)>, <[ikijáani](LX000602)>, <[kasiíniika](LX001362)>, and <[mɨyaara jíina](LX001870)>, and these names are typically used in preference to the more general term <[riitiri](riitiri)> to avoid confusion with the smaller ‘patiquina’-type plants. The ‘patiquinas’, plants of the genus Dieffenbachia, reach some 30cm in height and have correspondingly smaller heart-shaped leaves, edged in green with red or pale centers. The corms of these plants are considered poisonous, and the pulp of some varieties is used to kill botfly larvae (<[tuútuuja](LX003434)>) infesting the skins of animals. Other varieties were traditionally used for a number of magical practices associated with taming and attracting game animals, e.g., treating the rope and harpoon used in fishing for <[sámuu](LX002730)> (‘paiche’) with a liquid derived from the corms, which is said to make the giant fish docile and attract it to the fisherman; similarly, application of a similar liquid to trees where deer (<[sikiáaja](LX002845)>) are known to rub their horns, or collared peccaries (<[kaasi](kaasi)>) their sides, is supposed to attract these animals to the area, making them easier to hunt",riitiri,,,"Xanthosoma spp., Dieffenbachia spp",
SN003629,"fire or go off, speaking of a cocked gun; snap or go off, speaking of an armed trap",LX002653,,,,
SN003630,"shingles; illness that that produces fever and painful rashes in distinctive, band-like shapes on the torso",LX002654,,,,
SN003631,"general term for ‘cunchis’, a class of small catfishes that have relatively slender heads and bodies and uniform, often grayish, coloring",LX002655,,,,
SN003632,"term applied to two similar species of ‘cunchi’-type catfish. The first is dark gray and is generally encountered in ‘tahuampas’, or areas of flooded forest, reaching 30cm in length; the second is brownish, with a pale belly, and is generally encountered in deep parts of rivers, likewise reaching 30cm in length",LX002655,,,,
SN003633,unidentified palm species,LX002656,,,,
SN003634,"species of unidentified small palm that grows in ‘restingas’. It is best known for its flower pods, which is are about 15cm long and covered with tiny white flowers that produce a strong and pleasant scent similar to vanilla, and which were formerly worn by some women as an adornment. Its trunk is about 1.25m high and its broad leaves are reminiscent of ‘calzon panga’; the flower pods grow from the point where the leaves emerge from the trunk, and from the flowers emerge a cluster of small fruits",LX002657,,,,
SN003635,"shrink or contract, typically said of inanimate objects, e.g., a piece of meat that shrinks when cooked over a fire, or a rubber band that contracts after having been stretched; but also applicable to animate entites such as worms, which can contract their bodies",LX002658,,,,
SN003636,"‘piqui’, ‘nigua’, or Burrowing Flea, a small parasite that burrows into the skin, especially of the feet, where it lays its eggs. The batch of eggs grows, causing discomfort until it is removed with a needle or similar tool",LX002659,,,Tunga penetrans,
SN003637,"‘varillal’, an interior forest habitat type consisting of very moist soil in which only certain species of trees grow, that have straight, slender trunks and no branches on their lower trunks, such as <[sásana](LX002767)> (‘brea caspi’) and <[áriitaawɨ náana](LX000314)> (‘remo caspi’), forming an area with almost no undergrowth and only these straight trunks. This habitat type is most commonly found near the headwaters of blackwater creeks. Since the 1960s, when slender trunks such as these began to bought in Iquitos for construction purposes, the ‘varillales’ in the San Antonio area have been targeted for timber extraction",LX002660,,,,
SN003638,"variety of bromeliad found in the <[rɨɨka](LX002660)> (‘varillal’) habitat type, which grows on the ground, having leaves reminiscent of pineapple plants, but with a small red inedible fruit instead of an edible one. According to Iquito oral tradition, these plants are pineapples planted by forest demons",LX002661,,,,
SN003639,"‘balata de varillal’, species of very straight, latex-producing tree that grows in ‘varillales’ and reaches about 75cm in diameter. It was necessary to fell the tree to harvest its latex, with the result that the tree was exhausted in the San Antonio area in the 1960s",LX002662,,,,
SN003640,general term for ‘cunchi’-type catfish (plural),LX002663,,,,
SN003641,"‘macana blanca’, species of transparent ‘macana’-type fish (<[kajani](kajani)>) that reaches some 25cm. Unlike some other <[kajani](kajani)> species, it has no protruding snout",LX002664,,,Gymnotus sp,
SN003642,"‘shicshi huayo’, name applied to two distinct but similar species of fruit-bearing lianas, one that grows in low-lying inundating areas, and another that grows in areas of higher elevation. The species that grows in low-lying areas has thick but flexible vines that are used to tie the main logs of rafts to their cross-pieces, and produces brown fruits some 8cm in length, with somewhat thick skins. The interior of these fruits can be roasted or boiled, and have a taste reminiscent of <[siiríkiija](LX003001)> (‘dale dale’). The species growing at greater elevations has smaller red fruits that can be consumed in the same way, and has vines that are not strong enough to be used for tying things together",LX002665,,,,
SN003643,"cry out, yell, or shout; vocalize loudly, but not with communicative intent, due to, e.g., pain, speaking of an adult or animal; or emotional distress, speaking of a child",LX002666,,,,
SN003644,"bark, said of dogs",LX002667,,,,
SN003645,"make noise, be noisy, specifically by means of the human voice; typically applied to groups of people who are being noisy by virtue of conversing, arguing, or otherwise verbally interacting with each other, but in principle also applicable to a single person who is making a great deal of noise, e.g., a drunk person who is singing loudly by himself",LX002668,,,,
SN003646,"swarm and cover over an object, speaking of insects, e.g., flies or ants",LX002669,,,,
SN003647,"slime, e.g., the substance that covers certain species of fish, such as <[páasi](LX002461)> (<huasaco>) and the wood of certain trees when stripped of their bark, such as <[paatíina](LX002468)> (‘topa’)",rusakaka,,,,
SN003648,"‘bentón’, species of fish that grows to some 15cm, with a large underbite and significant fangs. It is silvery in color and has small scales, and is difficult to capture with hook and line, generally being caught with nets or with ‘barbasco’",rusaari,,,,
SN003649,"‘atadijo’, small tree that grows in cleared areas, such as gardens, reaching some 10cm in diameter and 4m in height before it dies in 1-2 years. It has has small leaves, and its thin bark, which strips off easily, is used as a provisional tumpline or rope",LX002670,,,Trema micrantha,
SN003650,"‘lúcuma’, species of fruit tree that was introduced to Iquito territory in the early 20th century, but is no longer cultivated",LX002671,,,Pouteria lucuma,
SN003651,fish eggs,LX002672,,,,Said to be a word from the Nanay dialect
SN003652,"‘lupuna’, tree species",LX002673,,,,
SN003653,"‘lupuna colorada’, large tree species whose trunk is covered with a reddish-yellowish bark and reaches some 1.5m at the base, but additionally has a noticeable bulge in its middle. Iquitos and other peoples of the region attribute a variety of magical powers to this tree, going so far to say that the tree itself is a witch (‘brujo’). The tree is believed to be used for harmful magic by stuffing a piece of the intended victim’s clothing into a hole made in the trunk; when this ritual is successful, the victim’s belly swells until they die",LX002674,,,Cavanillesia umbellata,
SN003654,"‘cotolo’-type catfish species that reaches some 20cm in length, with a disproportionally large, pale belly. It otherwise has brownish, slimy skin, with lighter yellow speckles",LX002675,,,,
SN003655,‘cotolo’-type fish species (plural),LX002676,,,,
SN003656,"slippery, and typically, slimy; most commonly said of mud and substances like soap, as well as certain fish species and certain trees, which, when stripped of their bark, are covered with a wet, slippery layer of a substance. Also applicable to the surfaces of objects that are hard but slippery by virtue of their extreme smoothness, e.g., certain waxed cement floors",ruutina,,,,
SN003657,"‘bolaina’, slender tree species with leaves similar to ‘anona’ that grows in clear areas reverting to forest (e.g., ‘purmas’). The trunk, reaching some 15cm in diameter, is used for roof poles. Its bark is known for coming off fairly easily and exuding a slippery, slimy substance from its underside",LX002677,,,Guazuma sp,
SN003658,needle,ruuwana,,,,
SN003659,"‘lobera’, variety of manioc, relatively short in stature, known for producing a great quantity of large tubers, with white flesh and relatively little fiber. The tubers are ready to harvest within six months after planting, but they can continue to grow for up to a year and remain in the ground without spoiling",LX002678,,,,
SN003660,cut multiple stick-like objects,LX002679,,,,
SN003661,"‘picachear’, reduce the bulk of a pile of sticks by hacking them into pieces, generally an activity carried out either when a garden is being cleared and prepared for burning; or when a large quantity of manioc has been harvested, and the resulting stalks are taken to the edge of the garden and cut into smaller pieces so as to take up less room",LX002679,,,,
SN003662,"sever multiple stick-like objects, such as branches or limbs, from the larger entity to which they are attached, e.g., delimbing a felled tree, so that it can be made into a canoe, or removing the limbs from an animal when butchering it",LX002680,,,,
SN003663,"‘jergón’, adult form of the South American Lancehead or Fer-de-Lance, an aggressive and much-feared venomous snake that reaches 1.5m in length. Traditionally, the bite of this dangerous snake was treated by applying the pulp from grated root bulbs of a variety of <[sakújaaja](LX002699)> (‘piripiri’) to the site of the bite. The juvenile form is known as <[aminakíisi](LX000111)>, ‘cascabel’",sajina,,,Bothrops atrox (adult),
SN003664,"referential term for grandmother; father or mother’s mother, male or female ego",LX002681,,Vocative counterpart: <siiríija>. Poss.pref,,
SN003665,deceased or late grandmother or greatgrandmother,LX002682,,Poss.pref,,
SN003666,"Brazil Nut tree or ‘castaña’, tree species that grows in relatively elevated areas, far from rivers. Its trunk often exceeds 1m in diameter, and it produces large fruits that contain with in them the well-known Brazil Nut. Its nuts are gathered when encountered by chance, and the tree is sometimes felled for timber. A species of <[jiinakaníini](LX001156)> (‘ahuihua’, or edible caterpillar) is abundant on its trunks at the suitable time of year",sajii,,,Bertholletia excelsa,
SN003667,"cut with a chopping action, i.e., by striking a blow with the sharp edge of the cutting tool; the cutting tool used may be of any type, e.g., a knife, machete, or axe",LX002683,,"If the cut is relatively superficial, the object bears the locative postposition <=jina>",,
SN003668,"hack, make multiple cuts, one after the other, in close proximity to each other, e.g., as when cutting a branch with a machete",LX002684,,,,
SN003669,"cut something that is connected to something else by a connecting piece that is rigid or under tension, near the point at which the connecting piece is attached to the larger object; e.g., cut down a pot suspended by a rope at the point at which the rope is tied to the supporting object, cut a bunch of plantains at the point at which it joins the tree, cut down a wasp nest by severing the branch from which it hangs at the point at which the branch joins the tree, or cut weeds by pulling on them, putting them under tension, and then severing them near the ground",LX002685,,,,
SN003670,"general term for ‘carahuascas’, a class of trees that grow in a variety of habitats, including low-lying areas that inundate during the wet season, deep forest areas, and old gardens. They form a class by virtue of the fact that their bark can easily be peeled off in strips and used as tumplines (<[tuuku](tuuku_2)>). They grow to a maximum diameter of 20-40cm, with the trunks of some species in this class used as roof poles",sakana_1,,,"Anaxagorea spp., Guatteria spp., Tetrameranthus spp",
SN003671,"‘patco’ or ‘parca’, the chalky, astringent flavor and mouthfeel of certain unripe fruits, including plantains and cashew fruits",sakana_2,,,,
SN003672,general term for ‘carahuasca’-type tree species (plural),sakanaa,,,,
SN003673,"‘mojarra duro’, species of silvery ‘mojarra’-type fish that reaches some 15cm in length and is covered with especially hard scales. It is mostly found in lakes and waterways that connect lakes to rivers (‘caños’)",LX002686,,,,
SN003674,"go around; move in a trajectory that skirts the edge of something or follows the perimeter of some delimited space, e.g., deviate from walking a straight line to avoid a tree or house in one’s way, passing around one side of it; walk around the edge of some large object looking for something located near it; walk around the edge of a garden one is clearing to define its boundaries; or creep around an animal while hunting to get into a better position to take a shot, or to prevent its escape",LX002687,,,,
SN003675,"species of ‘añashua’-type fish that reaches some 20cm in length, and is principally encountered in creeks. It is solid green in color, apart from a somewhat reddish tail",sakatiika,,,Crenicichla sp,
SN003676,"get stranded or cut off, in the sense of being unable to leave a place due to restrictions on one’s ability to move freely, e.g., if one’s boat floats away while on an island, or one locks oneself inadvertently into a room",LX002688,,,,
SN003677,"cut off or surround; prototypically this refers to the action of cutting off the escape route of a game animal, by one or more hunters positioning themselves between the animal and its likely path of escape. Especially salient examples involve herd animals like <[kaasi](kaasi)> (Collared Peccaries) or <[anitáaki](LX000205)> (White-Lipped Peccaries), when they are surrounded by a large group of hunters who have been alerted to their presence and who seek to surround the herd in order to kill as many animals as possible. This verb also applies in non-hunting contexts, however, e.g., when people surround someone at a birthday party to congratulate them",LX002689,,,,
SN003678,corn,LX002690,,,,
SN003679,"having light-colored eyes, including eyes that are colored blue, green, or yellow, said both of humans and animals with eyes of these colors",saki_namijana,,,,
SN003680,"“serves you right!”, “serves them right!”, exclamation of vindictive satisfaction, i.e., happiness at the suffering or downfall of a person or animal disliked or feared by the speaker, or of someone who is doing something of which the speaker does not approve",LX002691,,"This interjection can be spoken either directly to, or indirectly about, the individual or individuals of whom the speaker disapproves",,
SN003681,"‘talludo’ or ‘caulla’, said specifically of manioc tubers, the undesirable quality of being hard yet watery, such that they either require an extraordinarily long time to cook, or are simply inedible. Manioc becomes hard in this way when left in the ground too long, especially in sandy soil (<[jɨ́ɨka](LX001167)>)",sakina_1,,,,
SN003682,"light-colored, said of eyes that do not have dark brown irises, e.g., of animals such as <[sajina](sajina)> (‘jergón’) snakes, which have light brown irises, or <[masiku](masiku)> (‘paucar’) birds, which have light blue eyes, as well as the eyes of some people of European heritage",sakina_2,,,,
SN003683,"white, speaking specifically of the color of <[makina isíiku](LX001664)> (‘obero’ or ‘sarna blanca’), a fungal skin condition that leaves white spots on the skin",sakina_2,,,,"This term is synonymous, in this sense, with <[makina](makina)>, in its sense that describes the color of the same malady, in whose name it surfaces; it appears that <[makina](makina)> was more commonly used than <[sakina](sakina_2)> for describing this color"
SN003684,"‘sarna blanca’, skin malady",LX002692,,,,
SN003685,"a traditional manner of displaying anger or displeasure by snapping the eyes shut violently and turning the head way abruptly; according to Iquito speakers, this is display is is stereotypically associated with women, and was especially directed towards children",LX002693,,,,
SN003686,"select and remove the useful part of a plant, discarding the rest; this term can be applied to quite diverse activities, such as removing the edible flesh of ‘mishquipanga’ (<[miríjaaja](LX001818)>) fruits, removing the white fiber from cotton bolls, extracting the hard heartwood or ‘shungo’ from a tree trunk, picking out unhusked grains of rice from a larger quantity, or identifying and removing corn kernels that won’t grow when it is time to plant by immersing them in water and removing the floating kernels",LX002694,,,,
SN003687,hate,LX002695,,,,
SN003688,"manioc beer mash, made by chopping and boiling manioc tubers, mashing them, and then masticating part of the mash to introduce amylase, an enzyme that helps break down the carbohydrates into sugar, into the mash, speeding fermentation. Additional sugars are often added by grating a modest quantity of sweet potato (<katíja>), or less traditionally, commercial cane sugar. Once the mash has fermented for 2-3 days, it is diluted with water and strained for consumption as manioc beer",LX002696,,,,
SN003689,"make manioc beer mash, referring to the process from the point of removing the boiled manioc from the pot, through mashing and masticating it, adding grated sweet potato, and up to and including the point at which the mash is set aside to ferment",LX002697,,,,
SN003690,"chew or masticate, be it to swallow as food; to give to another to swallow, e.g., a baby; or as part of preparing something else, especially <[sakɨ́ɨka](LX002696)> (manioc beer mash)",LX002698,,,,
SN003691,"‘piripiri’, a class of plants that have a variety of medicinal and magical uses. These plants have stalks reminiscent of grass, which grow to some 1.5m in height, and small fragrant tubers. The tubers are grated and then either made into a wash for the skin or applied directly to the body or object being treated with the plant. There are numerous varieties with numerous uses, e.g., to cure snake bite, to make manioc grow well, to improve luck in gathering palm grubs of different species, to improve the burning of swidden gardens, to make fish hooks especially effective in fishing, to treat spears to make their users able to repel attacks without fail, to make enemies fearful, and more",LX002699,,,Cyperus spp,
SN003692,"term for the ‘ungurahui’ palm tree as a whole, as opposed to its fruits, which are called <[ipɨɨti](LX000707)>; the latter term is often used metonymically, however, to refer to the palm as a whole",LX002700,,,Jessenia bataua,"A lexical distinction between the palm trunk as such and its fruits is made only by certain speakers, including HDC"
SN003693,"on the other hand, in contrast, however; word that yields an adversative, alternative, or contrastive relationship between the proposition bearing this word, and a preceding one",LX002701,,,,
SN003694,"‘inayuga’, species of palm that mostly grows in clayey soils (<[tipáaka](LX003320)>), which has fruits reminiscent of those of the more common ‘shapaja’ (<[niraasi](niraasi)>), and are eaten by animals, but not humans. The edges of the bases of the branches are quite sharp, and are sometimes used as cutting tools when hunters need to butcher an anmal but lack a knife or machete. Traditionally the outer layer of the branches were used to make blowgun darts, and the interior of the branches burned to produce a somewhat salty ash for use as a condiment. In the early 20th century, this part of branches also served as a source of <[táaku](LX003261)>, or wadding, for muskets, and later, home-made shotgun shells",sakunaaja,,,Maximiliana venatorum,
SN003695,"‘mojarra’-type fish, species",sakutiiri,,,,
SN003696,"traditional ‘ungurahui’ palm torch; these torches were made in one of two ways: in the first way, newly-growing ‘ungurahui’ (<[ipɨɨti](LX000707)>) palms some 1-1.5m tall were selected and cut, the leaves removed, and the exterior of the slender trunk stripped off, leaving a length some 0.75-1m of dense fiber. The second approach was to remove the ‘huesitos’ or lengths of slender rigid material from dry but partially decayed ‘ungurahui’ palm frond petioles, and bundle them together to make a torch",sakuu,,,,
SN003697,"‘tahuarí’, tree species",LX002702,,,,
SN003698,"species of ‘mojarra’-type fish that reaches some 7cm in length, and is mainly encountered in back eddies and areas of rivers with slow-moving water. Grayish in color, it has a flat body covered in very small scales, large pectoral and dorsal fins, and a small tail",LX002703,,,,
SN003699,tamandua,sakwaari,,,,
SN003700,species of freshwater mussel; traditionally the shell of this mussel was used to smooth the surface of clay vessels made with the coil method (<[tiniijúuni](LX003308)>) before firing them,samaja_1,,Poss.pref,,
