ID,Language_ID,Headword,Part_Of_Speech,Derivational_Root,Irregular_Plural,Irregular_Possessed_Form,Literal_Meaning,Loanword_Source,Main_Entry,Middle_Form,Pronunciation,Root,Semantics_Note,Variant_Form
LX002721,iqu,sámukwa,noun,,,,,,LX002725,,,sámukwa,,
LX002722,iqu,samúkwajina,locative noun,,,,,,,,,samúkwajina,,
LX002723,iqu,samúkwaamɨ,noun,,samúkwaamɨya,,,,,,,samúkwaamɨ,,
LX002724,iqu,samúkwaamɨ,noun,,samúkwaamɨya,,,,,,,samúkwaamɨ,,
LX002725,iqu,samúkwaati,noun,,"sámukwa, samúkwaatika",,,,,,,samúkwaati,,
LX002726,iqu,samúkwaati imɨ́ɨni,noun,,"samúkwaati imɨ́ɨya, samúkwaati imɨ́ɨka, samúkwaati imɨɨ́nika",,plantain ‘madre’,,,,,samúkwaati imɨ́ɨni,,
LX002727,iqu,samúkwaati imɨ́ɨya,noun,,,,,,LX002726,,,samúkwaati imɨ́ɨya,,
LX002728,iqu,samúkwaati nɨyana,noun,,,,yellow plantain,,,,,samúkwaati nɨyana,,
LX002729,iqu,samurúuni,transitive verb,,,,,,,,,samúruu,,
samuu,iqu,samuu,noun,,,,,,LX002730,,,samuu,,
LX002730,iqu,sámuu,noun,,sámuuwa,,,,,,,sámuu,,personal variant (HDC): samuu
LX002731,iqu,sámuu iíwaasi,noun,,,,‘paiche’ tail,,,,,sámuu iíwaasi,,
LX002732,iqu,Sanantúuni,proper noun,,,,,from Sp. ‘San Antonio’,,,,Sanantúuni,,
LX002733,iqu,sanáani,intransitive verb,sana,,,,,,sanɨ́ɨni (middle),,saana,,
LX002734,iqu,sanitáani,transitive verb,,,,,,,,,sanita,,
LX002735,iqu,sanitɨ́ɨni,ditransitive verb,,,,,,,,,sanitɨɨ,,
LX002736,iqu,sanitɨ́ɨni,transitive verb,,,,,,,,,sanitɨɨ,,
LX002737,iqu,sanitɨ́ɨni,transitive verb,,,,,,,,,sanitɨɨ,,
LX002738,iqu,saníini,transitive verb,,,,,,,,,sani,,
LX002739,iqu,sanɨrɨ,noun,,sanɨrɨwa,,,,LX001413,,,sanɨrɨ,,
LX002740,iqu,sanɨ́ɨni,intransitive verb,,,,,,,,,sanɨ,,
LX002741,iqu,sanɨ́ɨni,intransitive verb,sánɨ,,,,,,sanáani (active),,saánɨ,,
sapakaka,iqu,sapakaka,noun,,,,,,,,,sapakaka,,
LX002742,iqu,sapákatina,adjective,,,,,,,,,sapákati,,
sapatiki_1,iqu,sapatiki,noun,,"sapatiwa, sapatikiwa",,,,LX001889,,,sapatiki,,
sapatiki_2,iqu,sapatiki,noun,,sapatikiwa,,,,,,,sapatiki,,
sapatina,iqu,sapatina,adjective,,,,,,LX001888,,,sapati,,
sapatiwa,iqu,sapatiwa,noun,,,,,,sapatiki_1,,,sapatiwa,,
LX002743,iqu,sápatu,noun,,,,,from Sp. ‘zapato’,,,,sápatu,,
LX002744,iqu,sapatúuni,intransitive verb,,,,,,,,,sapátuu,,
sapaa,iqu,sapaa,noun,,,,,,sapaani,,,sapaa,,
sapaajina,iqu,sapaajina,locative noun,,,,,,,,,sapaajina,,
sapaani,iqu,sapaani,noun,,"sapaa, sapaaniwa, sapaanika",,,,,,,sapaani,,
LX002745,iqu,sapaani naamɨ,noun,,sapaáni naamɨya,,worm leaf,,,,,sapaani naamɨ,,
LX002746,iqu,sapaánuuti,noun,,,,,,,,,sapaánuuti,,
LX002747,iqu,sapáasi,noun,,,,,,LX000324,,,sapáasi,,
LX002748,iqu,sapiraakɨ́ɨni,intransitive verb,,,,,,,,,sapiraákɨɨ,,
LX002749,iqu,sapɨ́yaja,noun,,,,,,,,,sapɨ́yaja,,
LX002750,iqu,sapɨɨja,noun,,,,,,,,,sapɨɨja,,
LX002751,iqu,sapukúuni,intransitive verb,,,,,,,,,sapukuu,,
sapukwaka,iqu,sapukwaka,noun,,,,,,,,,sapukwaka,,
LX002752,iqu,sapúkwatáani,transitive verb,,,,,,,,,sapúkwata,,
saputi,iqu,saputi,noun,,,,,,,,,saputi,,
LX002753,iqu,sapuujúuni,transitive verb,,,,,,,,,sapuújuu,,
LX002754,iqu,sápuuraati,noun,,,,,,,,,sápuuraati,,
LX002755,iqu,sarákutina,adjective,,,,,,,,,sarákuti,,
LX002756,iqu,sarámaaja,noun,,,,,,LX003053,,,sarámaaja,,
sarana,iqu,sarana,adjective,,,,,,,,,sarana,,
LX002757,iqu,saráani,transitive verb,sára,,,,,,sarɨ́ɨni (middle),,saáta,,
LX002758,iqu,saráani,transitive verb,sára,,,,,,,,saáta,,
LX002759,iqu,saritɨ́ɨni,intransitive verb,,,,,,,,sartɨ,saritɨ,,
LX002760,iqu,sáriina,noun,,,,,,LX000330,,,sáriina,,
LX002761,iqu,sarɨ́ɨni,intransitive verb,sárɨ,,,,,,saráani (active),,saátɨ,,
LX002762,iqu,sarɨɨti,noun,,sarɨɨtiwa,,,,,,,sarɨɨti,,
LX002763,iqu,sarɨɨtiimɨ,noun,,sarɨɨtiimɨya,,‘cunchi negro’ leaf,,,,,sarɨɨtiimɨ,,
sasaja,iqu,sasaja,noun,,,,,,,,,sasaja,,
LX002764,iqu,sasakaraawɨ,noun,,sasakaraawɨya,,,,,,,sasakaraawɨ,,
LX002765,iqu,sásakɨ,noun,,sasákɨya,,,,,,,sásakɨ,,
LX002766,iqu,sasákɨɨyɨ,noun,,sasákɨɨyɨwa,,‘champal’ rope,,,,,sasákɨɨyɨ,,
sasana_1,iqu,sasana,adjective,,,,,,,,,sasa,,
sasana_2,iqu,sasana,adjective,,,,,,,,,sasa,,
LX002767,iqu,sásana,noun,,,,,,,,,sásana,,
LX002768,iqu,sasánaaka,noun,,,,,,,,,sasánaaka,,
LX002769,iqu,sásaaka,noun,,,,,,,,,sásaaka,,
LX002770,iqu,sásaakáani,transitive verb,,,,,,LX003215,,,sásaaka,,
LX002771,iqu,sasaanúuni,transitive verb,,,,,,,,,sasaánuu,,
LX002772,iqu,sasaanúuni,transitive verb,,,,,,,,,sasaánuu,,
LX002773,iqu,sasɨ́ɨni,intransitive verb,,,,,,,,,sasɨɨ,,
LX002774,iqu,sasɨ́ɨni,intransitive verb,,,,,,,,,sasɨɨ,,
LX002775,iqu,sasɨɨtáani,intransitive verb,,,,,,,,,sasɨɨ́ta,,
LX002776,iqu,sásɨɨti,noun,,,,,,,,,sásɨɨti,,
LX002777,iqu,sataakɨ́ɨni,intransitive verb,,,,,,,,,sataakɨɨ,,
LX002778,iqu,satáani,intransitive verb,,,,,,,,,sata,,
LX002779,iqu,sataaníini,transitive verb,,,,,,,,,sataánii,,
sawija_1,iqu,sawija,noun,,"saawiya, sawijaka",,,,,,,sawija,,
sawija_2,iqu,sawija,noun,,"saawiya, sawijaka",,,,,,,sawija,,
LX002780,iqu,sawíjatina,adjective,,,,,,,,,sawíjati,,
sawijaari,iqu,sawijaari,noun,,,,,,,,,sawijaari,,
LX002781,iqu,sawíraaki,noun,,sawíraakiwa,,,,,,,sawíraaki,,
LX002782,iqu,sawíruuti,adjective,,,,,,,,,sawíruuti,,
sawiti,iqu,sawiti,noun,,,,,,,,,sawiti,,
LX002783,iqu,sawiyɨɨjɨɨtáani,intransitive verb,,,,,,,,,sawiyɨɨjɨɨ́ta,,
LX002784,iqu,sawɨ́yaaka,noun,,,,,,,,,sawɨ́yaaka,,
LX002785,iqu,sawɨɨka,noun,,,,,,,,,sawɨɨka,,
LX002786,iqu,sawɨɨkúuni,intransitive verb,,,,,,,,,sawɨɨ́kuu,,
LX002787,iqu,sawɨɨ́kwaaja,noun,,,,,,,,,sawɨɨ́kwaaja,,
LX002788,iqu,sawɨ́ɨni,intransitive verb,sáwɨ,,,,,,,,saápɨ,,
LX002789,iqu,sawúuna,noun,,,,,,,,,sawúuna,,
LX002790,iqu,sawúuni,transitive verb,,,,,,,,,sáwuu,,
sawuuya,iqu,sawuuya,noun,,,,,,,,,sawuuya,,
LX002791,iqu,saa awásina,adjective,,,,,,,,,saa awási,,
saakaa_1,iqu,saakaa,indefinite pronoun,,,,,,,,,saakaa,,
saakaa_2,iqu,saakaa,interrogative,,,,,,,,,saakaa,,
LX002792,iqu,saakaákuuja,noun,,,,,,,,,saakaákuuja,,Free Variant: paankwáana
LX002793,iqu,saakaákuuja iyásiika,noun,,,,,calque of Sp. ‘panguana hierba’,,,,saakaákuuja iyásiika,,
saakaaya,iqu,saakaaya,indefinite pronoun,,,,,,,,,saakaaya,,
LX002794,iqu,saakaa=aákuji,interrogative,,,,,,,,,saakaa=aákuji,,
LX002795,iqu,saakaa=íira,interrogative,,,,,,,,,saakaa=íira,,
saaki,iqu,saaki,noun,,saakiwa,,,,,,,saaki,,
LX002796,iqu,Saákisa,proper noun,,,,long shanks,,,,,Saákisa,,
LX002797,iqu,saakɨ́ɨni,noun,,,,,,,,,saakɨ́ɨni,,
LX002798,iqu,saakɨ́ɨni,intransitive verb,,,,,,,,,saákɨ,,Nanay dialect: saanúuni
LX002799,iqu,saakɨ́ɨni,transitive verb,,,,,,,,,saákɨ,,
LX002800,iqu,saakɨɨníini,ditransitive verb,,,,,,,,,saakɨɨ́nii,,
LX002801,iqu,saakúuna,noun,,,,,,,,,saakúuna,,
LX002802,iqu,saamajáani,adjective,,,,,,,,,saamajáani,,
LX002803,iqu,saamájaati,adjective,,,,,,,,,saamájaati,,
LX002804,iqu,saámikari,adverb,,,,,,,,,saámikari,,
LX002805,iqu,saámina,adjective,,,,,,,,,saámi,,
saamiya,iqu,saamiya,noun,,,,,,samiyani,,,saamiya,,
LX002806,iqu,saámiita,adverb,,,,,,,,,saámiita,,
saana_1,iqu,saana,adjective,,,,,,,,,saa,,
saana_2,iqu,saana,noun,,saami (inanimate and animate),,,,,,,saana,,
LX002807,iqu,saanáanku,noun,,,,,from Sp. ‘sanango’,,,,saanáanku,,
saaniita_1,iqu,saaniita,noun,,,,,,,,,saaniita,,
saaniita_2,iqu,saaniita,adverb,,,,,,,,,saaniita,,
LX002808,iqu,saantamaaríiya,noun,,,,,from Sp. ‘santa maría’,,,,saantamaaríiya,,
LX002809,iqu,saanúuni,intransitive verb,,,,,,LX002798,,,saánuu,,
LX002810,iqu,saápara,noun,,,,,,,,,saápara,,Chambira dialect: mukúraasi ; euphemistic variant: áaja irɨwɨ
LX002811,iqu,saapáayɨ,noun,,,,,from Sp. ‘zapallo’,,,,saapáayɨ,,
saapi,iqu,saapi,noun,,,,,,,,,saapi,,Maájanakáani dialect: paaniiri
LX002812,iqu,saapi aniáasiri,noun,,,,,,LX002814,,,saapi aniáasiri,,
LX002813,iqu,saapi jimɨɨti,noun,,,,stingray ‘callampa’,,,,,saapi jimɨɨti,,
LX002814,iqu,saapi táaja,noun,,,,stingray stinger,,,,,saapi táaja,,Free Variant: saapi aniáasiri
LX002815,iqu,saapúuti,noun,,,,,from Sp. ‘sapote’,,,,saapúuti,,
LX002816,iqu,Saáraku,proper noun,,,,,,,,,Saáraku,,
LX002817,iqu,saaraasíini,transitive verb,,,,,from Sp. ‘salar’,,,,saaraásii,,
LX002818,iqu,saaruutaasíini,transitive verb,,,,,from Sp. ‘saludar’,,,,saaruutaásii,,
LX002819,iqu,saasakíkwaa,noun,,,,,,LX002820,,,saasakíkwaa,,
LX002820,iqu,saasakíkwaa iíraana,noun,,,,thing for ‘toé’,,,,,saasakíkwaa iíraana,,Free Variant: saasakíkwaa
saasana,iqu,saasana,adjective,,,,,,,,,saasa,,
LX002821,iqu,saásaaja,noun,,,,,,,,,saásaaja,,
saati,iqu,saati,noun,,,,,,,,,saati,,
LX002822,iqu,sáati,noun,,,,,,LX003073,,,sáati,,
saatiija,iqu,saatiija,noun,,,,,,,,,saatiija,,
LX002823,iqu,saáwiri,noun,,,,,from Sp. ‘sable’,,,,saáwiri,,
saawiya,iqu,saawiya,noun,,,,,,sawija_1,,,saawiya,,
LX002824,iqu,sáawu,noun,,,,,,,,,sáawu,,
LX002825,iqu,siápuukwatáani,intransitive verb,,,,,,,,,siápuukwata,,
siaraku,iqu,siaraku,noun,,,,,,,,,siaraku,,
siarampiiwa,iqu,siarampiiwa,noun,,,,,from Sp. ‘sarampión’,,,,siarampiiwa,,
siaruuja,iqu,siaruuja,noun,,siaaruwa,,,,,,,siaruuja,,
LX002826,iqu,siaákisi,noun,,,,,from Sp. ‘shacsho’,,,,siaákisi,,
LX002827,iqu,siaakuruusíini,transitive verb,,,,,,,,,siaakuruúsii,,
LX002828,iqu,siaakuruusiitáani,transitive verb,,,,,,,,,siaakuruusiíta,,
LX002829,iqu,siaámuri,noun,,,,,,,,,siaámuri,,
LX002830,iqu,siaámuri íniija,noun,,,,Caracara seed,,LX002831,,,siaámuri íniija,,
LX002831,iqu,siaámuri íija,noun,,,,Caracara tuber,,,,,siaámuri íija,,personal variant (HDC): siaámuri íniija
LX002832,iqu,siaankanáaku,noun,,,,,,LX002906,,,siaankanáaku,,
LX002833,iqu,Siaankanáaku,proper noun,,,,,,,,,Siaankanáaku,,
LX002834,iqu,siaankáaka,noun,,,,,from Sp. ‘chancaca’,,,,siaankáaka,,
LX002835,iqu,siaariáapa,noun,,,,,from Sp. ‘charapa’,,,,siaariáapa,,
LX002836,iqu,siaárika,adverb,,,,,,,,,siaárika,,
LX002837,iqu,siáaru,noun,,siaáruwa,,,,,,,siáaru,,dialect variant: siaarúuki
siaaruwa,iqu,siaaruwa,noun,,,,,,siaruuja,,,siaaruwa,,
LX002838,iqu,siaaruwa ajápaka,noun,,,,Yellow-rumped Cacique wasp,,,,,siaaruwa ajápaka,,
LX002839,iqu,siaarúuki,noun,,,,,,LX002837,,,siaarúuki,,
LX002840,iqu,Siaatɨja,proper noun,,,,,,,,,Siaatɨja,,
LX002841,iqu,siaawíinta,noun,,,,,,,,,siaawíinta,,
LX002842,iqu,siaawíita,noun,,,,,from Sp. ‘chaveta’,,,,siaawíita,,
LX002843,iqu,sikáratina,adjective,,,,,,,,sikártina,sikárati,,
LX002844,iqu,sikáani,transitive verb,,,,,,,,,sika,,Nanay dialect: sikúuni
LX002845,iqu,sikiáaja,noun,,,,,,,,,sikiáaja,,
LX002846,iqu,sikiáaja asúraaja,noun,,,,deer manioc,,,,,sikiáaja asúraaja,,
LX002847,iqu,sikiáaja nuúruu,noun,,,,deer ‘barbasco’,,,,,sikiáaja nuúruu,,
LX002848,iqu,sikiáaja riitiri,noun,,sikiáaja riitiriwa,,deer ‘patiquina’,,,,,sikiáaja riitiri,,Free Variant: sikiáaja tuúkuyɨ
LX002849,iqu,sikiáaja sawija,noun,,,,deer stone,,LX001284,,,sikiáaja sawija,,
LX002850,iqu,sikiáaja tuúkuyɨ,noun,,,,deer ears,,LX002848,,,sikiáaja tuúkuyɨ,,
LX002851,iqu,sikiaajákana,noun,,sikiaajákiaakɨ,,deer manioc,,,,,sikiaajákana,,
LX002852,iqu,sikíraja,noun,,,,,,,,,sikíraja,,
LX002853,iqu,sikiriniijúuni,transitive verb,,,,,,,,sikirniíjuu,sikiriniíjuu,,
LX002854,iqu,sikitáani,ambitransitive verb,,,,,,,sikitɨ́ɨni (middle),,sikita,,
LX002855,iqu,sikitɨ́ɨni,intransitive verb,,,,,,,sikitáani (active),,sikitɨ,,
LX002856,iqu,sikíini,transitive verb,,,,,,,,,siki,,
LX002857,iqu,sikiinúuni,transitive verb,,,,,,,,,sikiínuu,,
LX002858,iqu,sikiitáani,transitive verb,,,,,,,,,sikiíta,,
LX002859,iqu,síkiiti,noun,,,,,,,,,síkiiti,,
LX002860,iqu,sikɨyawatáani,intransitive verb,,,,,,,,,sikɨyawata,,
LX002861,iqu,sikɨ́ɨni,intransitive verb,,,,,,,,,sikɨ,,
LX002862,iqu,sikɨ́ɨni,transitive verb,,,,,,,,,sikɨɨ,,
LX002863,iqu,sikɨɨtakúuni,noun,,,,,,,,,sikɨɨtakúuni,,dialect variant: kwariku sapáani
LX002864,iqu,sikɨɨtáani,intransitive verb,,,,,,,,,sikɨɨta,,
LX002865,iqu,sikɨɨ́yuukwáani,intransitive verb,,,,,,,,,sikɨɨ́yuukwa,,
sikuja,iqu,sikuja,noun,,,,,,,,,sikuja,,
sikuti,iqu,sikuti,noun,,,,,,,,,sikuti,,
LX002866,iqu,sikúuni,transitive verb,,,,,,LX002844,,,síkuu,,
sikwanaja,iqu,sikwanaja,noun,,,,,,,,,sikwanaja,,
sikwanaja_naaki,iqu,sikwanaja naaki,noun,,sikwanaja naakiwa,,louse egg,,,,,sikwanaja naaki,,
LX002867,iqu,sikwanaja paniáana,noun,,sikwanaja paniáapɨ,,louse searcher,,,,,sikwanaja paniáana,,Free Variant: sikwanaja sɨ́ɨri
LX002868,iqu,sikwanaja sɨ́ɨri,noun,,,,louse biter,,LX002867,,,sikwanaja sɨ́ɨri,,
sikwanaka,iqu,sikwanaka,noun,,,,,,LX000649,,,sikwanaka,,
LX002869,iqu,sikwaníini,transitive verb,,,,,,,,,sikwani,,
LX002870,iqu,sikwaranɨ́ɨni,transitive verb,,,,,,,,sikwarnɨɨ,sikwaranɨɨ,,
sikwaari,iqu,sikwaari,noun,,sikwaariwa,,,,asikwaari,,,sikwaari,,
simaja,iqu,simaja,noun,,,,,,,,,simaja,,
LX002871,iqu,simájaana,noun,,,,,,,,,simájaana,,
simaki,iqu,simaki,noun,,simakiwa,,,,,,,simaki,,
LX002872,iqu,Simakiyúumu,proper noun,,,,,,,,,Simakiyúumu,,
LX002873,iqu,simaajúuni,intransitive verb,,,,,,,,,simaájuu,,
LX002874,iqu,simaajuutáani,transitive verb,,,,,,,,,simaajuúta,,
LX002875,iqu,Simáani,proper noun,,,,,,,,,Simáani,,
LX002876,iqu,Simaaniyúumu,proper noun,,,,Simáani's creek,,,,,Simaaniyúumu,,
simiiku,iqu,simiiku,noun,,,,,,,,,simiiku,,
LX002877,iqu,simiikúuni,intransitive verb,,,,,,,,,simiíkuu,,
LX002878,iqu,simiimɨ,noun,,simiimɨya,,,,,,,simiimɨ,,
LX002879,iqu,simiitáani,ambitransitive verb,,,,,,,,,simiita,,
LX002880,iqu,simiitáani,intransitive verb,,,,,,,,,simiita,,
simiiti,iqu,simiiti,noun,,,,,,,,,simiiti,,
LX002881,iqu,simiitíini,transitive verb,,,,,,,,,simiítii,,
LX002882,iqu,simɨ́naja,noun,,,,,,,,,simɨ́naja,,
LX002883,iqu,simɨráana,noun,,,,,,,,,simɨráana,,
LX002884,iqu,Simɨraánaaka,proper noun,,,,,,,,,Simɨraánaaka,,
LX002885,iqu,simɨráani,transitive verb,simɨ́ra,,,,,,,,símɨɨta,,
LX002886,iqu,simɨraati,noun,,,,,,,,,simɨraati,,
LX002887,iqu,símɨɨja,noun,,,,,,LX002888,,,símɨɨja,,
LX002888,iqu,símɨɨka,noun,,,,,,,,,símɨɨka,,Free Variant: símɨɨja
LX002889,iqu,simɨ́ɨni,intransitive verb,símɨ,,,,,,,,siímɨ,,
LX002890,iqu,simɨ́ɨni,transitive verb,símɨ,,,,,,,,siímɨ,,
LX002891,iqu,simɨɨnɨ́ɨni,transitive verb,,,,,,,,,simɨɨnɨɨ,,
sinaja,iqu,sinaja,noun,,,,,,,,,sinaja,,
LX002892,iqu,sinákatáani,transitive verb,,,,,,,,,sinákata,,
LX002893,iqu,sinakatɨ́ɨni,transitive verb,,,,,,,,,sinakatɨɨ,,
LX002894,iqu,sinakatɨ́ɨni,intransitive verb,,,,,,,,,sinákatɨ,,
LX002895,iqu,sinakáani,transitive verb,,,,,,,sinakɨ́ɨni (middle),,sinaka,,
sinakija,iqu,sinakija,noun,,siinaki,,,,,,,sinakija,,
LX002896,iqu,sinakijɨ́ɨni,intransitive verb,,,,,,,,,sinakijɨɨ,,
sinakina,iqu,sinakina,noun,,,,,,,,,sinakina,,
LX002897,iqu,sinakɨ́ɨni,intransitive verb,,,,,,,sinakáani (active),,sinakɨ,,
sinakuka,iqu,sinakuka,noun,,,,,,sinakuni,,,sinakuka,,
sinakuni,iqu,sinakuni,noun,,sinakuka,,,,,,,sinakuni,,
LX002898,iqu,sinaakɨ,noun,,sinaakɨya,,,,,,,sinaakɨ,,
LX002899,iqu,sinaakɨ́ɨni,intransitive verb,,,,,,,,,sinaákɨɨ,,
siniku,iqu,siniku,noun,,,,,,LX002527,,,siniku,,
sinikuuri,iqu,sinikuuri,noun,,sinikuuriwa,,,,,,,sinikuuri,,
LX002900,iqu,sipanɨɨtáani,intransitive verb,,,,,,,,,sipanɨɨ́ta,,
sipari,iqu,sipari,noun,,sipariwa,,,,,,,sipari,,
LX002901,iqu,sipatáani,transitive verb,,,,,,,sipatɨ́ɨni (middle),,sipata,,
LX002902,iqu,sipatɨ́ɨna,noun,,,,,,,,,sipatɨ́ɨna,,
LX002903,iqu,sipatɨ́ɨna,noun,,,,,,,,,sipatɨ́ɨna,,
LX002904,iqu,sipatɨ́ɨni,intransitive verb,,,,,,,sipatáani (active),,sipatɨ,,
LX002905,iqu,sipijúuni,transitive verb,,,,,,,,,sipíjuu,,
LX002906,iqu,sipɨ,noun,,sipɨya,,,,,,,sipɨ,,playful variant: siaankanáaku
LX002907,iqu,sipɨsana,noun,,sípɨsapɨ,,one from whom one breastfed,,,,,sipɨsana,,Free Variant: niatíjɨɨsana
LX002908,iqu,sipɨɨja,noun,,sipɨɨya,,,,,,,sipɨɨja,,
LX002909,iqu,sipɨɨja najika,noun,,,,nose of the breast,,,,,sipɨɨja najika,,
LX002910,iqu,sipɨɨjákana,noun,,sipɨɨjákiaakɨ,,breast manioc,,,,,sipɨɨjákana,,
LX002911,iqu,sipɨɨkúuni,transitive verb,,,,,,,,,sipɨɨ́kuu,,
LX002912,iqu,sipɨ́ɨni,transitive verb,,,,,,,,,sipɨ,,
LX002913,iqu,sipɨ́ɨni,transitive verb,,,,,,,,,sipɨɨ,,
LX002914,iqu,sipɨ́ɨni,intransitive verb,,,,,,,,,sipɨ,,
LX002915,iqu,sipɨɨtɨ́ɨni,transitive verb,,,,,,,,,sipɨɨ́tɨɨ,,
LX002916,iqu,sipɨɨya,noun,,,,,,LX002908,,,sipɨɨya,,
LX002917,iqu,sipújatáani,transitive verb,,,,,,,sipújatɨ́ɨni (middle),,sipújata,,
LX002918,iqu,sipújatɨ́ɨni,intransitive verb,,,,,,,sipújatáani (active),,sipújatɨ,,
LX002919,iqu,sipúuni,noun,,,,,,,,,sipúuni,,
LX002920,iqu,sipúuni,transitive verb,,,,,,,,,sípuu,,
LX002921,iqu,sipuutáani,transitive verb,,,,,,,,,sipuúta,,
LX002922,iqu,síratáani,ambitransitive verb,,,,,,,,sírta,sírata,This verb is also used metonymically to refer to the entire process of harvesting manioc,
LX002923,iqu,síraaka,noun,,,,,,,,,síraaka,,
LX002924,iqu,siráani,transitive verb,sira,,,,,,sirɨ́ɨni (middle),,siita,,
sirija,iqu,sirija,noun,,"siiriwa, sirijaka",,,,,,,sirija,,
LX002925,iqu,sirijúuni,transitive verb,,,,,,LX001279,,,siríjuu,,
LX002926,iqu,=siriku,postposition,,,,,,,,,siriku,,
sirikuma,iqu,sirikuma,locative postposition,,,,,,,,,siriku,,
LX002927,iqu,=sirikumaji,postposition,,,,,,,,,sirikumaji,,
LX002928,iqu,sirikuutáani,intransitive verb,,,,,,,,,sirikuúta,,
LX002929,iqu,sirinuutáani,intransitive verb,,,,,,,,sirnuúta,sirinuúta,,
siririika,iqu,siririika,noun,,"siririikawa, siririikaka",,,,,,,siririika,,
LX002930,iqu,sirisíija,noun,,,,,,,,,sirisíija,,
LX002931,iqu,siritíini,intransitive verb,,,,,,,,sírtii,sirítii,,
LX002932,iqu,siríwiina,noun,,,,,,,,,siríwiina,,
siriija_1,iqu,siriija,noun,,,,,,,,,siriija,,
siriija_2,iqu,siriija,noun,,,,,,,,,siriija,,
LX002933,iqu,siríina,noun,,,,,,,,,siríina,,
LX002934,iqu,siríina imɨ́ɨni,noun,,siríina imɨ́ɨka,,‘madre’ of ‘sacha shimbillo de papaso’,,,,,siríina imɨ́ɨni,,Free Variant: tírina
LX002935,iqu,sirɨ́taku,noun,,,,,,,,sírtaku,sirɨ́taku,,
LX002936,iqu,sirɨɨkɨ́ɨni,intransitive verb,,,,,,,,,sirɨɨ́kɨɨ,,
LX002937,iqu,sirɨ́ɨni,intransitive verb,sírɨ,,,,,,siráani (active),,siítɨ,,
LX002938,iqu,síruku,noun,,siíruwa,,,,,,,síruku,,
LX002939,iqu,síruku niríyuusi,noun,,,,Woolly Monkey anus,,,,,síruku niríyuusi,,
LX002940,iqu,síruku nɨɨsina,noun,,,,Woolly Monkey eagle,,,,,síruku nɨɨsina,,
LX002941,iqu,siruúmani,noun,,,,,,,,,siruúmani,,
LX002942,iqu,sirúuni,intransitive verb,,,,,,,,,síruu,,
sisa,iqu,sisa,noun,,,,,,,,,sisa,,
LX002943,iqu,sisikɨyɨ,noun,,sisikɨyɨwa,,,,,,,sisikɨyɨ,,
LX002944,iqu,sisiwɨ́ɨti,noun,,,,,,,,,sisiwɨ́ɨti,,
LX002945,iqu,sisíini,intransitive verb,,,,,,,,,sisii,,
LX002946,iqu,sisíini,intransitive verb,,,,,,,,,sisii,,
LX002947,iqu,sisíini,intransitive verb,,,,,,,,,sisii,,
LX002948,iqu,sisiinúuni,transitive verb,,,,,,,,,sisiínuu,,
LX002949,iqu,sisiitáani,transitive verb,,,,,,,,,sisiíta,,
LX002950,iqu,sisɨ́ɨni,intransitive verb,sísɨ,,,,,,,,siísɨ,,
LX002951,iqu,sisɨɨri,noun,,sisɨɨriwa,,,,,,,sisɨɨri,,
LX002952,iqu,sitáani,transitive verb,,,,,,,,,sita,,Free Variant: naásitáani
LX002953,iqu,sitɨɨni,intransitive verb,,,,,,,,,sitɨ,,
LX002954,iqu,siuusiúupi,noun,,,,,from Sp. ‘shushupe’,,,,siuusiúupi,,
LX002955,iqu,siuusiuuwáasi,noun,,,,,from Sp. ‘chuchuhuasi’,,,,siuusiuuwáasi,,
LX002956,iqu,siwánaka,noun,,,,,,LX002959,,,siwánaka,,
LX002957,iqu,siwánaka,noun,,,,,,LX002960,,,siwánaka,,
LX002958,iqu,siwánakajina,locative noun,,,,,,,,,siwánaka,,
LX002959,iqu,siwánaaja,noun,,siwánaka,,,,,,,siwánaaja,,dialect variant: isakwánaaja
LX002960,iqu,siwánaaja,noun,,siwánaka,,,,,,,siwánaaja,,
LX002961,iqu,siwanɨ́ɨni,intransitive verb,siwánɨ,,,,,,,,siwaánɨ,,
LX002962,iqu,síwaaka,noun,,,,,,,,,síwaaka,,
LX002963,iqu,síwaamɨ,noun,,síwaamɨya,,,,,,,síwaamɨ,,
LX002964,iqu,siwaanákaaja,noun,,,,,,,,,siwaanákaaja,,
siwaara,iqu,siwaara,noun,,siwaaraa,,,,,,,siwaara,,
LX002965,iqu,siwaara júnɨɨna,noun,,,,demon smell,,,,,siwaara júnɨɨna,,
siwaara_saputi,iqu,siwaara saputi,noun,,,,demon mucous,,,,,siwaara saputi,,
LX002966,iqu,siwaarákana,noun,,siwaarákanawaaka,,,,,,,siwaarákana,,
siwaaraa,iqu,siwaaraa,noun,,,,,,siwaara,,,siwaaraa,,
LX002967,iqu,siwaaraasíini,intransitive verb,,,,,,,,,siwaaraási,,
siwirinaaja,iqu,siwirinaaja,noun,,,,,,,,,siwirinaaja,,
LX002968,iqu,siwísiaaja,noun,,,,,,LX001155,,,siwísiaaja,,
LX002969,iqu,siwiyúuka,noun,,,,,,LX003033,,,siwiyúuka,,
LX002970,iqu,siwiyúuni,intransitive verb,,,,,,LX003039,,,siwíyuu,,
LX002971,iqu,siwɨraájuuyáana,noun,,siwɨraájuuyáapɨ,,,,,,,siwɨraájuuyáana,,
LX002972,iqu,siwɨráani,transitive verb,siwɨ́ra,,,,,,,,síwɨɨra,,
